0,-100,-100,13396912239.330322
0,-100,-75,13457140956.724932
0,-100,-50,13517379431.854004
0,-100,-25,13577627538.944096
0,-100,0,13637885154.428013
0,-100,25,13698152156.896435
0,-100,50,13758428427.052568
0,-100,75,13818713847.665928
0,-75,-100,13386235833.2809
0,-75,-75,13446518827.756783
0,-75,-50,13506811109.763117
0,-75,-25,13567112559.576939
0,-75,0,13627423059.580442
0,-75,25,13687742494.214357
0,-75,50,13748070749.933985
0,-75,75,13808407715.166216
0,-50,-100,13375867776.835106
0,-50,-75,13436203743.880995
0,-50,-50,13496548538.53772
0,-50,-25,13556902047.021692
0,-50,0,13617264157.553854
0,-50,25,13677634760.316216
0,-50,50,13738013747.408861
0,-50,75,13798401012.809711
0,-25,-100,13365808770.743753
0,-25,-75,13426196396.045902
0,-25,-50,13486592399.497032
0,-25,-25,13546996673.137308
0,-25,0,13607409110.91277
0,-25,25,13667829608.633913
0,-25,50,13728258063.935244
0,-25,75,13788694376.235476
0,0,-100,13356059496.466713
0,0,-75,13416497456.136929
0,0,-50,13476943355.121414
0,0,-25,13537397091.165104
0,0,0,13597858563.82151
0,0,25,13658327674.414057
0,0,50,13718804325.997011
0,0,75,13779288423.317923
0,25,-100,13346620615.942825
0,25,-75,13407107576.751007
0,25,-50,13467602048.831785
0,25,-25,13528103935.51236
0,25,0,13588613141.833288
0,25,25,13649129574.511177
0,25,50,13709653141.902645
0,25,75,13769278289.675304
0,50,-100,13337492771.36419
0,50,-75,13398027390.975904
0,50,-50,13458569104.774454
0,50,-25,13519117821.54294
0,50,0,13578868852.12265
0,50,25,13638489256.799847
0,50,50,13698120374.119207
0,50,75,13757762068.676218
0,75,-100,13328676584.957142
0,75,-75,13388513042.656519
0,75,-50,13448157926.974678
0,75,-25,13507813453.083904
0,75,0,13567479484.541027
0,75,25,13627155887.271927
0,75,50,13686842529.520798
0,75,75,13746539281.80141
10,-100,-100,26672411516.339653
10,-100,-75,26725595438.30655
10,-100,-50,26778419360.688972
10,-100,-25,26831258567.19601
10,-100,0,26884112969.485233
10,-100,25,26936982479.882915
10,-100,50,26989867011.377876
10,-100,75,27042766477.615463
10,-75,-100,26652613513.236473
10,-75,-75,26705464875.228382
10,-75,-50,26758331454.94947
10,-75,-25,26811213164.15985
10,-75,0,26864109915.289894
10,-75,25,26917021621.434208
10,-75,50,26969948196.345093
10,-75,75,27022889554.427094
10,-50,-100,26632558208.174698
10,-50,-75,26685452211.006794
10,-50,-50,26738361276.397236
10,-50,-25,26791285316.88531
10,-50,0,26844224245.675747
10,-50,25,26897177976.632977
10,-50,50,26950146424.274918
10,-50,75,27003129503.7667
10,-25,-100,26612621234.9253
10,-25,-75,26665557705.218296
10,-25,-50,26718509083.150238
10,-25,-25,26771475282.0412
10,-25,0,26824456215.87223
10,-25,25,26877451799.279556
