60,18000,-13000,3039679618.9513817
60,18000,-12900,2635383548.97788
60,18000,-12800,2230372650.4503436
60,18000,-12700,1825352380.7738338
60,18000,-12600,1420343703.428948
60,18000,-12500,1015401218.3349172
60,18000,-12400,610724468.4524528
60,18000,-12300,208067190.9162613
60,18000,-12200,204767540.02435973
60,18000,-12100,607465511.050059
60,18000,-12000,1012278663.8112181
60,18000,-11900,1417429314.5433085
60,18000,-11800,1822716427.0449924
60,18000,-11700,2228085115.6739054
60,18000,-11600,2632796795.3441916
60,18000,-11500,3037466416.712512
60,18000,-11400,3442101156.240389
60,18000,-11300,3846110422.371459
60,18000,-11200,4250123676.698409
60,18000,-11100,4653535046.403966
60,18100,-13000,2991531890.6675057
60,18100,-12900,2589278869.1105328
60,18100,-12800,2187043693.771456
60,18100,-12700,1784860404.307888
60,18100,-12600,1382072771.4516351
60,18100,-12500,979115354.1169902
60,18100,-12400,576154140.535783
60,18100,-12300,173408345.16678655
60,18100,-12200,230074916.10751826
60,18100,-12100,633018412.93369
60,18100,-12000,1036123848.8382989
60,18100,-11900,1439044197.4237738
60,18100,-11800,1841400625.4334497
60,18100,-11700,2243935600.2792068
60,18100,-11600,2646583581.343988
60,18100,-11500,3048688513.6648674
60,18100,-11400,3450651303.784332
60,18100,-11300,3852435239.3416715
60,18100,-11200,4253762692.9234853
60,18100,-11100,4654833502.685241
60,18200,-13000,2944351948.1938863
60,18200,-12900,2544947856.5501614
60,18200,-12800,2144863325.3970723
60,18200,-12700,1744639125.1419861
60,18200,-12600,1344406217.427484
60,18200,-12500,944194159.4131225
60,18200,-12400,544119743.1870357
60,18200,-12300,145586616.1629526
60,18200,-12200,258500754.78712738
60,18200,-12100,658112497.9863266
60,18200,-12000,1058393841.3157555
60,18200,-11900,1458822900.1876674
60,18200,-11800,1859325970.4892504
60,18200,-11700,2259577636.2218046
60,18200,-11600,2659319015.261559
60,18200,-11500,3059205184.327064
60,18200,-11400,3458740211.187448
60,18200,-11300,3857958424.063151
60,18200,-11200,4256969535.388543
60,18200,-11100,4655573776.21961
60,18300,-13000,2898570629.444779
60,18300,-12900,2501172383.274339
60,18300,-12800,2103801164.0296834
60,18300,-12700,1706443774.4343772
60,18300,-12600,1308355440.6848888
60,18300,-12500,910245625.6511346
60,18300,-12400,512138030.0726093
